OBJECTID,Join_Count,TARGET_FID,Water_Body_Key,Water_Body_Name,FMU_Code,Survey_Number,Year,Survey_Purpose,New_Key,Located_Town,Located_Range,Located_Town_D,Located_Range_D,Located_Section,primary_county_name,FirstOfSurvey_Begin_Timestamp,LastOfEnding_Effort_Timestamp,LONG_DD,LAT_DD,IHDLKID,ComID,Permanent_,FDate,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Lake_Area_,LakeConnec,HU4_ZoneID,HU4_Name,HU6_ZoneID,HU6_Name,HU8_ZoneID,HU8_Name,HU12_ZoneI,HU12_Name,EDU_ZoneID,EDU_Name,COUNTY_Zon,COUNTY_Nam,State_Name,STATE_Zone,HU4,HU6,HU12,HU8,STATE,lagoslakei
46,1,46,50N06W0601,Weatherhogs Lake,MI-MES,6453,2006,Status & Trends,17-497,50N,06W,50,-6,6,Chippewa,2006-08-23,2006-08-25,-85.12343,46.75693,109943336,0,109943336,2003-11-05,01615919,Weatherhogs Lake,0.111,0,04020201000758,390,39004,11.10048291,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14882,Carp River-Frontal Lake Superior,EDU_17,Eastern Upper Peninsula,County_344,Chippewa County,Michigan,State_3,0402,040202,040202010803,04020201,MI,125748
47,1,47,50N06W2101,Shelldrake Dam Impoundment,MI-MES,9221,2012,Status & Trends,17-514,50N,06W,50,-6,21,Chippewa,2012-06-04,2012-06-13,-85.06954,46.71054,109943390,0,109943390,2003-11-05,01617001,Shelldrake Lake,1.105,0,04020201000775,390,39004,110.527251,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14894,Sheldrake River,EDU_17,Eastern Upper Peninsula,County_344,Chippewa County,Michigan,State_3,0402,040202,040202010703,04020201,MI,688
48,1,48,17N04W3501,Lake Shamrock,MI-MSH,10528,2015,Status & Trends,18-12,17N,04W,17,-4,35,Clare,2015-05-18,2015-08-10,-84.76083,43.83123,149759357,0,149759357,2006-07-24, , ,0.238,0,04080201001446,390,39004,23.79453996,DR_LakeStream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_208,Tittabawassee,HU12_12727,Sanford Creek-South Branch Tobacco River,EDU_59,Saginaw Bay,County_375,Clare County,Michigan,State_3,0408,040802,040802010303,04080201,MI,19741
49,1,49,19N05W3401,Lily Lake,MI-MCM,6918,2007,Status & Trends,18-123,19N,05W,19,-5,34,Clare,2007-06-18,2007-10-03,-84.90315,43.99443,121858908,0,121858908,2004-06-23,00630404,Lily Lake,0.771,0,04060102002458,390,39004,77.1331228,Headwater,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_196,Muskegon,HU12_12671,Green Creek,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_375,Clare County,Michigan,State_3,0406,040601,040601020501,04060102,MI,1408
50,1,50,18N05W0801,Lake George,MI-MCM,11439,2017,Status & Trends,18-125,18N,05W,18,-5,8,Clare,2017-05-01,2017-05-18,-84.92787,43.95027,121859022,0,121859022,2009-09-10,00626740,Lake George,0.524,0,04060102002039,390,39004,52.39997989,Isolated,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_196,Muskegon,HU12_12675,Doc and Tom Creek,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_375,Clare County,Michigan,State_3,0406,040601,040601020505,04060102,MI,2720
51,1,51,18N05W2201,Bertha Lake,MI-MSH,3812,2002,Status & Trends,18-134,18N,05W,18,-5,22,Clare,2002-05-28,2002-05-30,-84.8926,43.93221,149759263,0,149759263,2006-07-24, , ,0.145,0,04080201002835,390,39004,14.47556174,Isolated,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_208,Tittabawassee,HU12_12725,Newton Creek,EDU_59,Saginaw Bay,County_375,Clare County,Michigan,State_3,0408,040802,040802010301,04080201,MI,12533
52,1,52,10491,Cranberry Lake,MI-MSH,6889,2007,Status & Trends,18-196,19N,04W,19,-4,12,Clare,2007-05-21,2007-08-21,-84.74371,44.05749,149759161,0,149759161,2006-07-24,00623978,Cranberry Lake,0.662,0,04080201001361,390,39004,66.22621397,Isolated,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_208,Tittabawassee,HU12_12724,Middle Branch Cedar River-Cedar River,EDU_59,Saginaw Bay,County_375,Clare County,Michigan,State_3,0408,040802,040802010201,04080201,MI,3808
53,1,53,19N04W0201,Arnold Lake,MI-MSH,9074,2012,Status & Trends,18-197,19N,04W,19,-4,2,Clare,2012-06-11,2012-08-16,-84.75204,44.06943,149759155,0,149759155,2006-07-24,00620241,Arnold Lake,0.494,0,04080201001351,390,39004,49.44220593,Isolated,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_208,Tittabawassee,HU12_12724,Middle Branch Cedar River-Cedar River,EDU_59,Saginaw Bay,County_375,Clare County,Michigan,State_3,0408,040802,040802010201,04080201,MI,1030
54,1,54,19N04W2101,Budd Lake,MI-MSH,6888,2007,Status & Trends,18-206,19N,04W,19,-4,21,Clare,2007-05-07,2007-08-21,-84.79426,44.02027,149759180,0,149759180,2006-07-24,00622202,Budd Lake,0.709,0,04080201001375,390,39004,70.9139418,Isolated,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_208,Tittabawassee,HU12_12728,Spike Horn Creek-North Branch Tobacco River,EDU_59,Saginaw Bay,County_375,Clare County,Michigan,State_3,0408,040802,040802010306,04080201,MI,1259
55,1,55,19N04W2202,Little Long Lake,MI-MSH,8070,2009,Status & Trends,18-215,19N,04W,19,-4,22,Clare,2009-05-26,2009-07-29,-84.7851,44.02638,149759182,0,149759182,2006-07-24, , ,0.274,0,04080201002787,390,39004,27.43388432,Isolated,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_208,Tittabawassee,HU12_12728,Spike Horn Creek-North Branch Tobacco River,EDU_59,Saginaw Bay,County_375,Clare County,Michigan,State_3,0408,040802,040802010306,04080201,MI,3817
56,1,56,11973,Nestor Lakes,MI-MSH,3814,2002,Status & Trends,18-375,18N,03W,18,-3,10,Clare,2002-05-28,2002-05-29,-84.65596,43.96021,149759249,0,149759249,2006-07-24,00633301,Nestor Lakes,0.12,0,04080201001404,390,39004,11.99762398,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_208,Tittabawassee,HU12_19973,North Branch Tobacco River,EDU_59,Saginaw Bay,County_375,Clare County,Michigan,State_3,0408,040802,040802010307,04080201,MI,99889
57,1,57,11973,Nestor Lakes,MI-MSH,9745,2013,Status & Trends,18-375,18N,03W,18,-3,10,Clare,2013-06-10,2013-08-21,-84.65596,43.96021,149759249,0,149759249,2006-07-24,00633301,Nestor Lakes,0.12,0,04080201001404,390,39004,11.99762398,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_208,Tittabawassee,HU12_19973,North Branch Tobacco River,EDU_59,Saginaw Bay,County_375,Clare County,Michigan,State_3,0408,040802,040802010307,04080201,MI,99889
58,1,58,17N04W0801,Gut Lake,MI-MSH,10529,2015,Status & Trends,18-5,17N,04W,17,-4,8,Clare,2015-05-18,2015-08-11,-84.82093,43.88166,149759298,0,149759299,2006-07-24,00627552,Gut Lake,0.085,0,04080201001422,390,39004,8.502626572,Headwater,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_208,Tittabawassee,HU12_12727,Sanford Creek-South Branch Tobacco River,EDU_59,Saginaw Bay,County_375,Clare County,Michigan,State_3,0408,040802,040802010303,04080201,MI,70812
59,1,59,11767,Big Mud Lake,MI-MSH,7530,2008,Status & Trends,18-57,17N,06W,17,-6,6,Clare,2008-05-12,2008-09-03,-85.07426,43.90027,150436626,0,150436626,2006-08-28,00621338,Big Mud Lake,0.932,0,04080202000805,390,39004,93.23748688,Isolated,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_197,Pine,HU12_12731,Benjamin Creek-North Branch Chippewa River,EDU_59,Saginaw Bay,County_375,Clare County,Michigan,State_3,0408,040802,040802020102,04080202,MI,3949
60,1,60,17N04W1601,Five Lakes,MI-MSH,4604,2004,Status & Trends,18-6,17N,04W,17,-4,16,Clare,2004-05-10,2004-08-11,-84.80176,43.87249,149759306,0,149759306,2006-07-24,00626113,Five Lakes,0.481,0,04080201001423,390,39004,48.1280866,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_208,Tittabawassee,HU12_12727,Sanford Creek-South Branch Tobacco River,EDU_59,Saginaw Bay,County_375,Clare County,Michigan,State_3,0408,040802,040802010303,04080201,MI,1820
61,1,61,17N04W1601,Five Lakes,MI-MSH,12009,2019,Status & Trends,18-6,17N,04W,17,-4,16,Clare,2019-05-13,2019-08-22,-84.80176,43.87249,149759306,0,149759306,2006-07-24,00626113,Five Lakes,0.481,0,04080201001423,390,39004,48.1280866,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_208,Tittabawassee,HU12_12727,Sanford Creek-South Branch Tobacco River,EDU_59,Saginaw Bay,County_375,Clare County,Michigan,State_3,0408,040802,040802010303,04080201,MI,1820
62,1,62,17N06W0001,Eight Point Lake,MI-MSH,8394,2010,Status & Trends,18-66,17N,06W,17,-6,19,Clare,2010-06-01,2010-08-06,-85.07343,43.83999,150436656,0,150436656,2006-08-28,00625408,Eight Point Lake,1.684,0,04080202000822,390,39004,168.4452446,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_197,Pine,HU12_12731,Benjamin Creek-North Branch Chippewa River,EDU_59,Saginaw Bay,County_375,Clare County,Michigan,State_3,0408,040802,040802020102,04080202,MI,89673
63,1,63,17N06W2201,Crooked Lake,MI-MSH,7334,2008,Status & Trends,18-69,17N,06W,17,-6,22,Clare,2008-05-12,2008-08-26,-85.01482,43.84749,150436650,0,150436650,2006-08-28,01618836,Boyles Creek,1.163,0,04080202000816,390,39004,116.3205018,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_197,Pine,HU12_12730,Big Cranberry Lake-North Branch Chippewa River,EDU_59,Saginaw Bay,County_375,Clare County,Michigan,State_3,0408,040802,040802020101,04080202,MI,4194
64,1,64,12076,Perch Lake,MI-MSH,7335,2008,Status & Trends,18-71,17N,06W,17,-6,23,Clare,2008-05-12,2008-08-26,-85.00176,43.84916,150436649,0,150436649,2006-08-28,00634650,Perch Lake,0.193,0,04080202000814,390,39004,19.27922413,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_197,Pine,HU12_12730,Big Cranberry Lake-North Branch Chippewa River,EDU_59,Saginaw Bay,County_375,Clare County,Michigan,State_3,0408,040802,040802020101,04080202,MI,2871
65,1,65,06N01W0301,Lake Ovid,MI-MSM,4771,2004,Status & Trends,19-201,07N,01W,7,-1,34,Clinton,2004-05-24,2004-05-27,-84.41459,42.94335,151870743,0,151870743,2006-12-25,01617044,Lake Ovid,1.495,0,04050005000950,390,39004,149.5025255,DR_Stream,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_192,Maple,HU12_12436,Little Maple River,EDU_62,Southeast Lake Michigan,County_376,Clinton County,Michigan,State_3,0405,040500,040500050104,04050005,MI,1752
66,1,66,05N01W2901,Park Lake,MI-MSM,5234,2004,Status & Trends,19-21,05N,01W,5,-1,29,Clinton,2004-05-10,2004-06-10,-84.43982,42.78971,152094467,0,152094467,2007-01-06,00634373,Park Lake,0.737,0,04050004001700,390,39004,73.67878627,Headwater,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_191,Upper Grand,HU12_12426,Remey Chandler Drain,EDU_62,Southeast Lake Michigan,County_376,Clinton County,Michigan,State_3,0405,040500,040500040608,04050004,MI,2373
67,1,67,12739,Trout Lake,MI-MNM,4581,2003,Status & Trends,2-104,44N,20W,44,-20,6,Alger,2003-06-17,2003-08-26,-86.85877,46.23418,92131020,0,92131020,2003-07-31,01621962,Trout Lake,0.244,0,04030111001038,390,39004,24.38230296,DR_Stream,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_154,Tacoosh-Whitefish,HU12_13040,East Branch Whitefish River,EDU_9,Central Upper Peninsula,County_339,Alger County,Michigan,State_3,0403,040301,040301110105,04030111,MI,118350
68,1,68,45N19W2901,Ready Lake,MI-MNM,10201,2014,Status & Trends,2-212,45N,19W,45,-19,29,Alger,2014-06-16,2014-06-19,-86.71121,46.26276,120020556,0,120018199,2010-05-25,01623028,Ready Lake,0.28,0,04030112001550,390,39004,27.9968602,Isolated,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_155,Fishdam-Sturgeon,HU12_13059,Camp R Creek-Sturgeon River,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0403,040301,040301120202,04030112,MI,132945
69,1,69,45N20W1301,Sixteenmile Lake,MI-MNM,12051,2019,Status & Trends,2-234,45N,20W,45,-20,13,Alger,2019-06-17,2019-06-21,-86.76149,46.30388,113235787,0,113235787,2003-12-08,00638042,Sixteenmile Lake,1.822,0,04030112001437,390,39004,182.1595735,Headwater,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_155,Fishdam-Sturgeon,HU12_13059,Camp R Creek-Sturgeon River,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0403,040301,040301120202,04030112,MI,32292
70,1,70,44N19W1201,Irwin Lake,MI-MNM,7203,2007,Status & Trends,2-32,44N,19W,44,-19,12,Alger,2007-06-26,2007-06-28,-86.62621,46.21971,44364890,0,44364890,2002-07-02,01620329,Irwin Lake,0.04,0,04060106001403,390,39004,3.9773622,Isolated,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_156,Manistique,HU12_12925,Delias Run-Indian River,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0406,040601,040601060503,04060106,MI,26123
71,1,71,46N20W0501,Au Train Lake,MI-MES,3881,2002,Status & Trends,2-361,46N,20W,46,-20,5,Alger,2002-06-03,2002-06-07,-86.83899,46.40388,109946172,0,109946172,2003-11-05,01619058,Au Train Lake,3.416,0,04020201001086,390,39004,341.569357,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_13524,Au Train River,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0402,040202,040202010304,04020201,MI,2265
72,1,72,46N20W0501,Au Train Lake,MI-MES,11332,2017,Status & Trends,2-361,46N,20W,46,-20,5,Alger,2017-05-30,2017-06-04,-86.83899,46.40388,109946172,0,109946172,2003-11-05,01619058,Au Train Lake,3.416,0,04020201001086,390,39004,341.569357,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_13524,Au Train River,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0402,040202,040202010304,04020201,MI,2265
73,1,73,47N21W1801,Deer Lake,MI-MES,4667,2004,Status & Trends,2-461,47N,21W,47,-21,18,Alger,2004-06-01,2004-08-15,-86.96732,46.47749,109945686,0,109945686,2003-11-05,01619693,Deer Lake,1.073,0,04020201001069,390,39004,107.3481315,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_13530,Deer Lake-Frontal Lake Superior,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0402,040202,040202010205,04020201,MI,9249
74,1,74,47N21W1801,Deer Lake,MI-MES,12107,2019,Status & Trends,2-461,47N,21W,47,-21,18,Alger,2019-08-27,2019-08-27,-86.96732,46.47749,109945686,0,109945686,2003-11-05,01619693,Deer Lake,1.073,0,04020201001069,390,39004,107.3481315,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_13530,Deer Lake-Frontal Lake Superior,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0402,040202,040202010205,04020201,MI,9249
75,1,75,48N14W0301,Panther Lake,MI-MES,10541,2015,Status & Trends,2-566,48N,14W,48,-14,3,Alger,2015-06-08,2015-06-11,-86.04177,46.59249,109944788,0,109944788,2003-11-05,00634336,Panther Lake,0.061,0,04020201000924,390,39004,6.107752246,Headwater,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_20112,Harvey Creek-Sucker River,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0402,040202,040202010401,04020201,MI,34312
76,1,76,10833,Fox Lake,MI-MES,11601,2018,Status & Trends,2-567,48N,14W,48,-14,3,Alger,2018-06-04,2018-06-07,-86.03454,46.59193,109944790,0,109944790,2003-11-05,00626381,Fox Lake,0.044,0,04020201000921,390,39004,4.354430115,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_20112,Harvey Creek-Sucker River,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0402,040202,040202010401,04020201,MI,66639
77,1,77,10350,Carter Lake,MI-MES,9594,2013,Status & Trends,2-577,48N,14W,48,-14,9,Alger,2013-03-05,2013-06-13,-86.06927,46.57138,109944994,0,109944994,2003-11-05,00622810,Carter Lake,0.072,0,04020201000943,390,39004,7.245444445,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_20112,Harvey Creek-Sucker River,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0402,040202,040202010401,04020201,MI,50073
78,1,78,48N15W0601,Kingston Lake,MI-MES,4053,2003,Status & Trends,2-627,48N,15W,48,-15,6,Alger,2003-05-27,2003-08-19,-86.2201,46.58221,109944938,0,109944938,2003-11-05,00629728,Kingston Lake,0.512,0,04020201000949,390,39004,51.18313287,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_20043,Hurricane River-Frontal Lake Superior,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0402,040202,040202010506,04020201,MI,3008
79,1,79,48N15W0601,Kingston Lake,MI-MES,11599,2018,Status & Trends,2-627,48N,15W,48,-15,6,Alger,2018-06-11,2018-06-24,-86.2201,46.58221,109944938,0,109944938,2003-11-05,00629728,Kingston Lake,0.512,0,04020201000949,390,39004,51.18313287,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_20043,Hurricane River-Frontal Lake Superior,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0402,040202,040202010506,04020201,MI,3008
80,1,80,48N16W0701,Beaver Lake,MI-MES,5759,2005,Status & Trends,2-720,48N,16W,48,-16,7,Alger,2005-05-31,2005-08-15,-86.33871,46.56832,109945392,0,109945392,2003-11-05,00620940,Beaver Lake,3.169,0,04020201001013,390,39004,316.9427348,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_13574,Bear Creek-Frontal Lake Superior,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0402,040202,040202010505,04020201,MI,41777
81,1,81,48N16W0701,Beaver Lake,MI-MES,11611,2018,Status & Trends,2-720,48N,16W,48,-16,7,Alger,2018-06-18,2018-06-25,-86.33871,46.56832,109945392,0,109945392,2003-11-05,00620940,Beaver Lake,3.169,0,04020201001013,390,39004,316.9427348,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_13574,Bear Creek-Frontal Lake Superior,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0402,040202,040202010505,04020201,MI,41777
82,1,82,49N14W1101,Grand Sable Lake,MI-MES,2949,2001,Status & Trends,2-775,49N,14W,49,-14,11,Alger,2001-06-19,2001-06-21,-86.03871,46.63832,109944440,0,109944440,2003-11-05,00627113,Grand Sable Lake,2.656,0,04020201000895,390,39004,265.5532654,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14896,Sable Creek-Frontal Lake Superior,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0402,040202,040202010507,04020201,MI,3061
83,1,83,49N14W1101,Grand Sable Lake,MI-MES,4669,2004,Status & Trends,2-775,49N,14W,49,-14,11,Alger,2004-06-14,2004-08-16,-86.03871,46.63832,109944440,0,109944440,2003-11-05,00627113,Grand Sable Lake,2.656,0,04020201000895,390,39004,265.5532654,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14896,Sable Creek-Frontal Lake Superior,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0402,040202,040202010507,04020201,MI,3061
84,1,84,45N20W3501,Cook Lake,MI-MNM,8549,2010,Status & Trends,2-95,45N,20W,45,-20,35,Alger,2010-05-24,2010-08-11,-86.78232,46.24721,113235893,0,113235893,2003-12-08,01619566,Cook Lake,0.531,0,04030112000304,390,39004,53.08199086,Headwater,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_155,Fishdam-Sturgeon,HU12_13059,Camp R Creek-Sturgeon River,EDU_17,Eastern Upper Peninsula,County_339,Alger County,Michigan,State_3,0403,040301,040301120202,04030112,MI,16485
85,1,85,12451,Section One Lake,MI-MNH,3867,2002,Status & Trends,20-105,28N,03W,28,-3,1,Crawford,2002-06-10,2002-08-14,-84.61871,44.85471,83976031,0,83976031,2003-05-21,00637545,Section One Lake,0.238,0,04070007001299,390,39004,23.80492564,DR_Stream,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_13669,Chub Creek,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_345,Crawford County,Michigan,State_3,0407,040700,040700070202,04070007,MI,2566
86,1,86,28N03W0601,Big Bradford Lake,MI-MNH,6945,2007,Status & Trends,20-109,28N,03W,28,-3,6,Crawford,2007-05-14,2007-05-15,-84.71193,44.85702,83976007,0,83976007,2003-05-21,00621297,Big Bradford Lake,1.036,0,04070007001300,390,39004,103.5695495,DR_Stream,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_13668,Bradford Creek,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_408,Otsego County,Michigan,State_3,0407,040700,040700070302,04070007,MI,3840
87,1,87,26N02W2301,Wakeley Lake,MI-MNH,11377,2017,Status & Trends,20-28,26N,02W,26,-2,23,Crawford,2017-05-22,2017-08-22,-84.51371,44.63388,83976921,0,83976921,2003-05-21,01622048,Wakeley Lake,0.44,0,04070007001427,390,39004,43.97393456,Headwater,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_20071,Wakeley Creek-Au Sable River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_345,Crawford County,Michigan,State_3,0407,040700,040700070309,04070007,MI,141062
88,1,88,28N01W1801,Shupac Lake,MI-MNH,11745,2019,Status & Trends,20-76,28N,01W,28,-1,18,Crawford,2018-06-04,2019-01-18,-84.47621,44.82166,83976061,0,83976061,2003-05-21,00637863,Shupac Lake,0.426,0,04070007001307,390,39004,42.58897196,Isolated,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_20073,Carter Creek-North Branch Au Sable River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_345,Crawford County,Michigan,State_3,0407,040700,040700070210,04070007,MI,541
89,1,89,28N02W3001,Jones Lake,MI-MNH,9282,2012,Status & Trends,20-96,28N,02W,28,-2,30,Crawford,2012-05-14,2012-08-23,-84.5926,44.78416,83976219,0,83976219,2003-05-21,00629376,Jones Lake,0.163,0,04070007001352,390,39004,16.29688265,DR_Stream,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_13666,East Branch Au Sable River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_345,Crawford County,Michigan,State_3,0407,040700,040700070305,04070007,MI,1684
